Effective To Date,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
55,43209,110,12,16,0,1,Iowa,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Web,Sports Car,Medsize
5,0,72,15,47,0,1,Missouri,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Hail,Branch,Two-Door Car,Large
36,24177,92,4,37,1,2,Missouri,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
58,85789,105,18,54,2,2,Iowa,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Collision,Agent,Sports Car,Medsize
16,47272,79,17,17,3,2,Oklahoma,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
14,0,77,2,71,0,9,Kansas,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Small
58,98542,90,1,93,0,2,Iowa,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Small
36,26245,110,6,43,0,1,Oklahoma,No,Premium,Master,Employed,F,Rural,Single,Personal Auto,Personal L3,Other,Call Center,Two-Door Car,Medsize
52,48887,95,26,25,0,1,Missouri,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
11,66331,107,0,74,0,1,Oklahoma,No,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Large
9,60415,62,10,31,0,5,Iowa,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Small
4,25752,73,28,85,0,2,Iowa,No,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Other,Agent,Two-Door Car,Small
23,0,119,9,8,0,3,Iowa,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Web,Sports Car,Medsize
23,99747,72,28,87,0,5,Iowa,No,Basic,Bachelor,Employed,M,Rural,Single,Corporate Auto,Corporate L2,Collision,Call Center,Two-Door Car,Medsize
44,43860,65,15,58,0,1,Kansas,Yes,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
8,34095,63,5,99,0,2,Nebraska,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
31,31177,79,14,28,0,1,Nebraska,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Small
50,53484,70,12,12,0,2,Kansas,No,Basic,College,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Collision,Branch,Two-Door Car,Medsize
32,91268,229,32,62,0,5,Oklahoma,No,Extended,Master,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Hail,Agent,Luxury Car,Small
28,37124,72,4,17,0,1,Missouri,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Medsize
5,81082,73,5,85,0,4,Missouri,Yes,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Large
34,0,244,10,99,0,1,Kansas,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Luxury Car,Small
46,55099,122,33,86,0,3,Nebraska,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Hail,Branch,Sports Car,Medsize
7,64113,117,24,32,0,2,Oklahoma,No,Premium,High School or Below,Employed,M,Suburban,Divorced,Special Auto,Special L3,Collision,Agent,Four-Door Car,Medsize
42,41186,70,15,29,4,3,Nebraska,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
36,83318,73,21,42,0,1,Missouri,No,Basic,Doctor,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Scratch/Dent,Web,Two-Door Car,Medsize
53,0,67,7,84,0,5,Iowa,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
17,0,91,7,14,1,1,Missouri,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Call Center,Four-Door Car,Medsize
20,0,73,8,17,2,9,Missouri,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
39,25531,74,27,52,0,1,Oklahoma,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Small
11,25134,67,3,0,0,6,Nebraska,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Small
32,24204,99,25,41,1,1,Missouri,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
55,0,101,4,60,0,1,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Agent,SUV,Medsize
45,53243,102,26,96,3,2,Oklahoma,No,Premium,College,Employed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Small
34,52728,127,34,34,1,1,Oklahoma,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Collision,Branch,SUV,Medsize
27,77517,129,19,20,0,2,Missouri,No,Extended,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Scratch/Dent,Branch,SUV,Medsize
34,79583,109,12,76,2,1,Nebraska,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
0,57394,106,8,11,0,3,Missouri,No,Premium,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Medsize
31,41336,68,33,25,0,5,Iowa,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
13,79140,74,9,59,0,9,Oklahoma,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Small
26,12607,110,13,20,0,2,Missouri,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Collision,Call Center,SUV,Medsize
3,72878,61,0,58,2,2,Iowa,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Hail,Agent,Two-Door Car,Medsize
7,0,122,15,11,0,2,Iowa,No,Extended,Master,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Call Center,SUV,Small
10,21636,64,2,24,5,2,Oklahoma,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
19,10312,78,10,63,0,1,Iowa,Yes,Extended,High School or Below,Retired,F,Suburban,Married,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Large
5,73536,67,29,27,0,6,Iowa,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L1,Hail,Branch,Two-Door Car,Medsize
9,22492,85,34,88,0,7,Kansas,No,Extended,Doctor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Hail,Agent,Two-Door Car,Medsize
14,34628,71,21,31,0,1,Oklahoma,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
44,41460,83,1,54,0,4,Missouri,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
25,50512,67,19,16,0,1,Missouri,No,Basic,Master,Employed,M,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Branch,Four-Door Car,Large
47,23444,196,7,62,0,2,Nebraska,No,Premium,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,Corporate L3,Collision,Call Center,SUV,Medsize
1,64125,108,3,44,0,3,Nebraska,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Hail,Branch,SUV,Large
28,22926,93,1,99,0,2,Missouri,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Collision,Web,Four-Door Car,Small
8,0,72,17,55,0,2,Iowa,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Medsize
40,70950,171,6,12,0,1,Missouri,No,Premium,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,Other,Call Center,Sports Car,Medsize
2,0,64,6,47,0,8,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Small
21,21102,100,0,81,0,2,Iowa,No,Basic,College,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
55,35754,199,21,54,0,3,Nebraska,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Luxury Car,Medsize
42,58089,118,31,83,0,1,Iowa,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
50,63357,101,26,42,0,5,Nebraska,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Agent,SUV,Medsize
48,0,72,6,67,0,8,Kansas,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
24,23091,96,28,90,5,5,Nebraska,Yes,Extended,College,Retired,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
9,45703,98,17,36,0,9,Missouri,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Other,Agent,Two-Door Car,Small
22,55005,70,31,39,1,1,Missouri,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Other,Call Center,Four-Door Car,Medsize
35,22520,73,17,64,0,3,Missouri,Yes,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
15,56044,182,27,32,0,2,Iowa,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Small
45,56342,69,12,89,0,1,Missouri,Yes,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Small
44,20592,71,15,81,1,1,Nebraska,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Medsize
49,0,165,27,38,0,1,Iowa,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Sports Car,Medsize
31,37043,68,25,89,3,1,Iowa,No,Basic,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Other,Branch,Two-Door Car,Medsize
44,0,73,12,84,0,1,Nebraska,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Hail,Web,Four-Door Car,Medsize
15,32314,92,7,80,0,1,Nebraska,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
47,21500,115,14,44,0,1,Oklahoma,No,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Four-Door Car,Medsize
30,29070,61,8,99,2,3,Missouri,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,Two-Door Car,Small
30,0,91,2,8,5,1,Missouri,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Two-Door Car,Medsize
36,49714,63,29,64,3,4,Missouri,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
20,30763,111,28,19,0,2,Missouri,No,Premium,College,Employed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
18,23692,65,26,27,2,1,Iowa,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Two-Door Car,Medsize
33,48567,130,12,15,0,1,Kansas,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Corporate L2,Hail,Agent,SUV,Medsize
47,0,85,12,37,0,2,Nebraska,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
43,26441,66,32,20,0,1,Missouri,No,Basic,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Collision,Agent,Two-Door Car,Medsize
21,72026,191,22,72,0,6,Missouri,No,Basic,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Other,Web,Luxury SUV,Small
37,0,77,17,41,0,2,Missouri,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Hail,Agent,Two-Door Car,Small
35,0,82,0,28,0,1,Nebraska,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
1,0,91,26,89,0,6,Nebraska,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Web,Four-Door Car,Small
55,91653,111,10,25,0,1,Missouri,No,Basic,College,Employed,M,Urban,Divorced,Corporate Auto,Corporate L3,Hail,Agent,SUV,Medsize
58,0,69,8,24,0,6,Nebraska,No,Basic,Doctor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Other,Agent,Four-Door Car,Small
40,32390,80,20,36,0,8,Nebraska,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
54,0,72,29,86,0,1,Missouri,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
2,0,65,9,31,0,2,Iowa,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Agent,Two-Door Car,Medsize
55,52447,90,5,57,0,7,Missouri,No,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
48,20993,133,35,90,0,1,Missouri,Yes,Extended,High School or Below,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Hail,Agent,SUV,Medsize
23,93246,78,31,24,0,2,Missouri,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Medsize
18,72096,64,24,92,0,5,Kansas,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
48,76694,117,34,23,0,1,Missouri,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Other,Agent,SUV,Medsize
9,23504,69,19,56,0,1,Iowa,No,Basic,High School or Below,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L2,Collision,Agent,Two-Door Car,Small
44,53503,114,3,43,0,7,Nebraska,No,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
6,15142,116,7,5,0,3,Kansas,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Small
23,59414,91,23,21,0,3,Oklahoma,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Call Center,Two-Door Car,Medsize
49,22081,84,1,9,0,6,Iowa,Yes,Extended,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Collision,Agent,Two-Door Car,Small
6,0,115,19,60,0,9,Nebraska,No,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Collision,Agent,Sports Car,Large
7,23843,79,1,42,0,5,Missouri,No,Extended,College,Medical Leave,F,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,Four-Door Car,Medsize
57,72540,88,7,3,0,2,Kansas,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Hail,Call Center,Two-Door Car,Medsize
54,0,69,16,42,0,2,Oklahoma,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Medsize
56,36212,73,25,57,0,2,Nebraska,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Medsize
18,30865,104,33,31,0,7,Iowa,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Web,SUV,Medsize
30,0,131,34,61,0,9,Missouri,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Collision,Agent,SUV,Medsize
39,35695,90,2,7,0,1,Oklahoma,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Other,Branch,Four-Door Car,Medsize
0,43267,78,8,10,0,2,Oklahoma,No,Extended,College,Employed,M,Suburban,Married,Special Auto,Special L2,Other,Agent,Four-Door Car,Large
43,64195,158,0,27,4,6,Missouri,No,Premium,College,Employed,F,Urban,Divorced,Personal Auto,Personal L1,Collision,Branch,SUV,Medsize
45,32989,102,25,12,0,2,Nebraska,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Web,SUV,Small
14,58839,65,4,65,3,2,Missouri,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Collision,Call Center,Two-Door Car,Medsize
26,37995,139,16,50,0,1,Kansas,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,SUV,Medsize
34,58161,68,19,19,0,5,Nebraska,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Hail,Call Center,Four-Door Car,Large
31,59207,116,23,21,0,2,Missouri,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
11,28262,192,9,77,0,3,Missouri,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Web,Luxury SUV,Medsize
50,60101,66,34,74,0,3,Oklahoma,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Hail,Agent,Two-Door Car,Medsize
2,0,68,16,81,0,6,Missouri,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
47,51056,78,27,86,0,2,Iowa,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Scratch/Dent,Branch,Four-Door Car,Large
51,63147,64,1,91,0,4,Oklahoma,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
45,52507,123,23,55,0,1,Iowa,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
14,95697,61,16,55,0,1,Kansas,Yes,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
1,44719,66,6,55,0,2,Iowa,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
33,97131,64,5,80,0,6,Missouri,Yes,Basic,Master,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Small
51,42582,99,1,57,0,5,Missouri,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Other,Call Center,Four-Door Car,Small
12,67267,89,31,10,0,2,Iowa,No,Extended,College,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
48,30817,88,25,43,0,1,Kansas,Yes,Extended,Doctor,Employed,M,Rural,Divorced,Corporate Auto,Corporate L2,Hail,Branch,Four-Door Car,Medsize
33,35406,69,13,15,4,2,Nebraska,No,Basic,Master,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Small
49,0,83,18,90,1,2,Oklahoma,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Hail,Agent,Four-Door Car,Medsize
34,0,112,28,30,0,2,Missouri,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Hail,Agent,Sports Car,Large
35,71809,74,14,3,0,1,Kansas,No,Basic,College,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Four-Door Car,Medsize
49,71135,92,11,64,1,3,Missouri,No,Extended,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
42,50886,95,25,9,1,9,Missouri,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L1,Other,Branch,Two-Door Car,Medsize
4,66676,97,0,40,0,1,Missouri,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Small
26,60596,71,20,78,4,3,Iowa,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
47,58645,110,15,44,0,2,Iowa,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L2,Hail,Agent,SUV,Medsize
26,89689,74,14,4,0,2,Kansas,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Large
33,11904,61,34,11,2,3,Nebraska,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal Auto,Personal L3,Collision,Web,Two-Door Car,Small
48,97361,73,6,85,0,2,Iowa,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
37,0,105,7,20,0,2,Missouri,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,SUV,Medsize
42,0,69,7,10,0,1,Kansas,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Collision,Branch,Four-Door Car,Large
0,41503,73,28,69,0,2,Iowa,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Small
29,32807,73,10,10,0,1,Missouri,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Small
40,25486,65,15,53,0,3,Iowa,No,Basic,Master,Disabled,M,Rural,Married,Special Auto,Special L3,Collision,Web,Two-Door Car,Medsize
29,88895,106,0,87,0,8,Missouri,No,Basic,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Collision,Branch,Sports Car,Medsize
28,0,104,12,7,0,3,Oklahoma,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Hail,Web,SUV,Medsize
25,43947,61,33,43,4,2,Nebraska,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Large
17,0,70,7,1,1,1,Oklahoma,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,Two-Door Car,Medsize
13,48990,74,3,20,0,2,Nebraska,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
39,32848,74,2,59,0,5,Iowa,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
44,61225,117,3,0,0,2,Iowa,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Call Center,SUV,Small
21,34923,98,23,82,0,2,Missouri,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Call Center,Two-Door Car,Medsize
50,70600,122,26,5,1,2,Iowa,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Hail,Call Center,SUV,Medsize
7,37384,99,9,17,0,1,Nebraska,Yes,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
2,42889,74,31,18,0,7,Missouri,No,Basic,Doctor,Employed,F,Rural,Married,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Small
47,54507,138,20,11,0,1,Oklahoma,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,Hail,Agent,SUV,Medsize
25,88081,64,35,94,0,5,Iowa,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
5,76700,112,13,60,0,5,Oklahoma,No,Premium,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Small
36,0,67,16,90,0,1,Oklahoma,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
20,53957,184,19,80,0,1,Oklahoma,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Collision,Branch,Luxury SUV,Medsize
34,23540,103,30,23,2,1,Iowa,No,Premium,High School or Below,Disabled,M,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Branch,Two-Door Car,Medsize
28,82828,67,14,36,1,2,Nebraska,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Other,Agent,Four-Door Car,Medsize
2,36650,69,2,70,1,1,Oklahoma,Yes,Basic,Master,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Large
16,36913,62,22,37,0,9,Iowa,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
48,67018,94,11,17,0,4,Missouri,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
38,0,68,22,43,0,1,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Other,Agent,Four-Door Car,Medsize
18,73339,71,0,61,0,1,Nebraska,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Hail,Web,Four-Door Car,Medsize
5,0,108,29,74,0,2,Iowa,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Scratch/Dent,Branch,SUV,Medsize
22,0,65,3,71,0,1,Iowa,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Other,Web,Two-Door Car,Medsize
5,19098,87,35,3,0,1,Kansas,No,Extended,Bachelor,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
5,0,67,26,88,3,3,Oklahoma,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
28,34335,101,18,55,0,3,Missouri,No,Premium,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Collision,Call Center,Two-Door Car,Small
54,72794,164,3,47,1,2,Missouri,No,Premium,College,Employed,F,Rural,Single,Personal Auto,Personal L2,Collision,Web,SUV,Large
35,25125,81,12,91,1,3,Missouri,No,Extended,College,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
