Customer,Country,State Code,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
DE75225,US,IA,Iowa,No,Basic,High School or Below,01/09/2011,Unemployed,M,0,Suburban,Married,117,5,89,1,3,Personal Auto,Personal L1,Collision,Agent,561.6,SUV,Medsize
DD97473,US,IA,Iowa,No,Basic,High School or Below,01/11/2011,Unemployed,F,0,Suburban,Single,62,4,49,1,1,Personal Auto,Personal L3,Collision,Agent,439.001718,Four-Door Car,Medsize
XL44677,US,MO,Missouri,Yes,Basic,Bachelor,1/15/11,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,Personal Auto,Personal L1,Collision,Agent,302.4,Four-Door Car,Large
YT36855,US,KS,Kansas,No,Extended,College,2/24/11,Unemployed,M,0,Suburban,Married,83,26,89,0,1,Personal Auto,Personal L2,Scratch/Dent,Web,582.679087,Two-Door Car,Medsize
HL33607,US,KS,Kansas,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Hail,Agent,355.2,Four-Door Car,Large
XC26395,US,IA,Iowa,No,Extended,High School or Below,01/03/2011,Employed,M,76771,Rural,Divorced,95,34,82,1,7,Personal Auto,Personal L3,Collision,Branch,91.67485400000001,Two-Door Car,Large
JK55587,US,MO,Missouri,No,Basic,High School or Below,2/20/11,Medical Leave,M,23082,Suburban,Married,65,18,90,0,7,Special Auto,Special L3,Collision,Branch,312.0,Four-Door Car,Large
MZ85889,US,MO,Missouri,No,Basic,Master,2/26/11,Employed,F,25778,Rural,Divorced,68,29,34,0,3,Corporate Auto,Corporate L2,Hail,Call Center,20.141289,Two-Door Car,Large
RM83767,US,KS,Kansas,No,Extended,College,1/23/11,Employed,M,64008,Urban,Single,85,9,66,5,5,Personal Auto,Personal L3,Scratch/Dent,Agent,372.893812,Four-Door Car,Medsize
SB44003,US,NE,Nebraska,Yes,Extended,College,02/01/2011,Employed,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Hail,Agent,49.451116999999996,Four-Door Car,Medsize
KV17233,US,NE,Nebraska,No,Basic,Bachelor,2/27/11,Employed,F,23033,Suburban,Married,62,5,9,0,1,Personal Auto,Personal L3,Scratch/Dent,Web,500.908028,Two-Door Car,Small
PR74307,US,MO,Missouri,No,Basic,High School or Below,1/23/11,Unemployed,M,0,Suburban,Married,70,17,47,1,1,Corporate Auto,Corporate L2,Hail,Agent,494.19687300000004,Four-Door Car,Medsize
PN21042,US,NE,Nebraska,No,Basic,Bachelor,2/17/11,Employed,M,82297,Rural,Single,116,5,62,0,1,Personal Auto,Personal L3,Collision,Call Center,0.38210700000000003,Sports Car,Medsize
GL20444,US,OK,Oklahoma,No,Premium,Master,01/04/2011,Employed,F,91474,Rural,Married,113,9,99,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Branch,24.087774,Two-Door Car,Large
CA54112,US,OK,Oklahoma,No,Basic,Doctor,2/25/11,Employed,M,47725,Rural,Married,63,10,66,0,2,Personal Auto,Personal L1,Hail,Call Center,142.205246,Two-Door Car,Medsize
UQ60825,US,MO,Missouri,No,Basic,College,1/25/11,Employed,F,99185,Urban,Married,115,8,19,0,3,Corporate Auto,Corporate L3,Hail,Call Center,449.42818200000005,SUV,Medsize
IY38767,US,IA,Iowa,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Hail,Call Center,496.474767,Two-Door Car,Medsize
LL57541,US,MO,Missouri,No,Extended,Master,1/14/11,Employed,F,63624,Rural,Married,95,10,5,0,5,Personal Auto,Personal L3,Collision,Call Center,175.24346699999998,Four-Door Car,Medsize
XW51700,US,NE,Nebraska,No,Basic,High School or Below,2/14/11,Employed,F,73180,Rural,Single,64,27,43,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,132.543257,Four-Door Car,Medsize
MZ63755,US,MO,Missouri,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L1,Collision,Call Center,667.2,SUV,Medsize
JD78271,US,OK,Oklahoma,No,Basic,College,1/18/11,Employed,F,64367,Rural,Married,104,2,14,0,9,Personal Auto,Personal L2,Scratch/Dent,Call Center,96.431061,SUV,Medsize
UM73815,US,NE,Nebraska,No,Premium,High School or Below,1/13/11,Employed,F,74871,Suburban,Married,178,0,15,0,7,Personal Auto,Personal L3,Collision,Call Center,854.4,SUV,Medsize
YX72707,US,IA,Iowa,No,Basic,Doctor,1/19/11,Unemployed,F,0,Suburban,Married,66,12,20,1,4,Personal Auto,Personal L3,Hail,Agent,445.19869000000006,Four-Door Car,Small
GE43335,US,OK,Oklahoma,No,Basic,College,2/18/11,Unemployed,M,0,Suburban,Divorced,118,2,48,0,1,Personal Auto,Personal L1,Collision,Branch,566.4,SUV,Large
UV57184,US,MO,Missouri,No,Basic,Bachelor,02/01/2011,Employed,F,97849,Urban,Married,62,32,45,0,2,Special Auto,Special L3,Other,Agent,183.117146,Four-Door Car,Small
AY19539,US,MO,Missouri,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Collision,Agent,412.8,Four-Door Car,Medsize
KL14426,US,OK,Oklahoma,No,Extended,Doctor,01/11/2011,Employed,F,83288,Urban,Married,124,18,70,0,1,Personal Auto,Personal L3,Collision,Agent,353.39769900000005,SUV,Medsize
PU21485,US,NE,Nebraska,No,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Single,161,19,71,0,9,Corporate Auto,Corporate L3,Collision,Call Center,1159.2,SUV,Small
AP34711,US,NE,Nebraska,No,Extended,Master,2/19/11,Employed,F,32821,Rural,Married,129,35,40,0,4,Personal Auto,Personal L3,Collision,Branch,25.89566,SUV,Large
No35621,US,NE,Nebraska,No,Basic,Bachelor,1/19/11,Employed,M,49746,Suburban,Single,61,5,88,0,1,Personal Auto,Personal L2,Hail,Call Center,624.4287400000001,Two-Door Car,Small
VI55112,US,IA,Iowa,No,Basic,College,02/02/2011,Employed,M,25275,Urban,Single,61,5,80,0,2,Corporate Auto,Corporate L1,Scratch/Dent,Agent,214.247114,Four-Door Car,Medsize
YA12007,US,MO,Missouri,No,Extended,College,01/11/2011,Unemployed,F,0,Suburban,Divorced,80,10,11,0,2,Personal Auto,Personal L2,Collision,Branch,572.8475490000001,Four-Door Car,Medsize
HN38084,US,OK,Oklahoma,No,Basic,High School or Below,01/10/2011,Employed,M,51008,Suburban,Married,74,5,95,0,2,Corporate Auto,Corporate L1,Scratch/Dent,Branch,355.2,Two-Door Car,Small
PU34934,US,NE,Nebraska,No,Extended,College,1/23/11,Employed,F,22601,Suburban,Married,88,1,41,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,633.6,Four-Door Car,Medsize
OS75351,US,IA,Iowa,Yes,Basic,College,1/31/11,Unemployed,M,0,Suburban,Single,70,24,10,0,1,Personal Auto,Personal L1,Collision,Branch,425.266308,Four-Door Car,Medsize
YY58769,US,NE,Nebraska,No,Basic,Bachelor,01/11/2011,Employed,M,58498,Suburban,Married,67,6,1,3,1,Personal Auto,Personal L3,Hail,Call Center,321.6,Four-Door Car,Small
JW24035,US,IA,Iowa,No,Basic,College,1/13/11,Unemployed,M,0,Suburban,Single,69,7,45,1,2,Personal Auto,Personal L2,Hail,Branch,406.99944300000004,Four-Door Car,Medsize
SD63822,US,IA,Iowa,No,Basic,Bachelor,01/05/2011,Unemployed,F,0,Suburban,Single,71,31,52,0,4,Corporate Auto,Corporate L2,Collision,Branch,511.2,Four-Door Car,Small
EN27946,US,MO,Missouri,No,Premium,High School or Below,2/17/11,Employed,M,40211,Suburban,Married,106,5,98,2,6,Personal Auto,Personal L2,Collision,Call Center,710.740743,Two-Door Car,Small
TT36693,US,OK,Oklahoma,Yes,Premium,College,01/03/2011,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L2,Hail,Branch,528.0,Four-Door Car,Medsize
PQ19113,US,KS,Kansas,No,Premium,Bachelor,02/10/2011,Employed,F,90750,Urban,Married,170,30,47,0,1,Personal Auto,Personal L2,Other,Agent,746.0459,SUV,Medsize
NA43540,US,KS,Kansas,No,Extended,High School or Below,02/11/2011,Unemployed,M,0,Rural,Married,79,11,45,1,2,Corporate Auto,Corporate L3,Collision,Agent,46.464625,Two-Door Car,Large
CJ59481,US,KS,Kansas,No,Basic,College,2/28/11,Employed,M,90893,Rural,Married,70,8,82,0,1,Personal Auto,Personal L3,Collision,Agent,70.71250699999999,Two-Door Car,Medsize
DC91024,US,IA,Iowa,No,Basic,Bachelor,02/07/2011,Unemployed,M,0,Suburban,Single,69,19,74,0,2,Personal Auto,Personal L3,Other,Branch,331.2,Two-Door Car,Small
QD28391,US,KS,Kansas,No,Basic,College,1/31/11,Employed,M,84302,Rural,Married,62,19,63,0,2,Personal Auto,Personal L2,Hail,Branch,76.60929499999999,Four-Door Car,Medsize
MZ43298,US,MO,Missouri,No,Extended,Bachelor,2/19/11,Employed,F,90167,Urban,Single,131,31,42,0,1,Corporate Auto,Corporate L2,Collision,Web,523.733793,SUV,Medsize
UK86050,US,NE,Nebraska,No,Basic,High School or Below,2/24/11,Employed,F,76590,Urban,Divorced,65,0,91,0,2,Personal Auto,Personal L3,Collision,Agent,183.293091,Four-Door Car,Large
AH41065,US,KS,Kansas,No,Extended,High School or Below,1/27/11,Employed,M,58851,Suburban,Married,79,11,33,1,2,Personal Auto,Personal L1,Hail,Web,494.187643,Four-Door Car,Medsize
YO23637,US,KS,Kansas,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,64,0,60,3,4,Special Auto,Special L3,Collision,Branch,759.285255,Two-Door Car,Medsize
VO75043,US,IA,Iowa,No,Extended,Bachelor,01/07/2011,Unemployed,M,0,Suburban,Married,95,6,99,0,5,Personal Auto,Personal L3,Other,Agent,456.0,Four-Door Car,Medsize
OW20992,US,MO,Missouri,No,Basic,High School or Below,1/18/11,Unemployed,M,0,Suburban,Single,68,0,45,0,1,Personal Auto,Personal L2,Hail,Web,489.6,Four-Door Car,Medsize
SY17488,US,NE,Nebraska,No,Extended,College,02/05/2011,Employed,F,46623,Suburban,Divorced,91,1,53,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,436.8,Four-Door Car,Small
XS83731,US,NE,Nebraska,No,Basic,College,02/03/2011,Unemployed,F,0,Suburban,Divorced,68,2,70,0,2,Personal Auto,Personal L1,Scratch/Dent,Agent,425.137341,Four-Door Car,Medsize
BZ44726,US,OK,Oklahoma,No,Basic,High School or Below,2/26/11,Employed,F,49825,Suburban,Married,70,14,27,3,2,Corporate Auto,Corporate L3,Scratch/Dent,Agent,336.0,Two-Door Car,Medsize
MH85165,US,MO,Missouri,No,Extended,High School or Below,1/31/11,Employed,M,39650,Suburban,Married,86,18,8,0,6,Personal Auto,Personal L1,Hail,Branch,922.3359720000001,Four-Door Car,Medsize
VE89726,US,MO,Missouri,No,Basic,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,119,6,48,1,8,Personal Auto,Personal L1,Scratch/Dent,Branch,856.8,SUV,Medsize
FX78901,US,IA,Iowa,No,Extended,Bachelor,1/21/11,Employed,F,81639,Rural,Single,82,33,26,0,2,Special Auto,Special L3,Hail,Call Center,47.952426,Four-Door Car,Medsize
CY59740,US,MO,Missouri,No,Basic,High School or Below,1/18/11,Unemployed,M,0,Suburban,Married,73,8,34,0,1,Corporate Auto,Corporate L2,Hail,Branch,350.4,Four-Door Car,Small
LU63980,US,OK,Oklahoma,No,Basic,College,2/22/11,Unemployed,M,0,Suburban,Married,62,0,83,0,1,Personal Auto,Personal L1,Collision,Web,297.6,Two-Door Car,Large
QP56563,US,IA,Iowa,No,Basic,College,1/13/11,Employed,M,80985,Rural,Married,67,0,52,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,124.93358700000002,Four-Door Car,Medsize
VD27065,US,KS,Kansas,No,Premium,Bachelor,02/10/2011,Employed,M,86860,Suburban,Married,107,13,29,0,1,Personal Auto,Personal L2,Hail,Call Center,513.6,Four-Door Car,Small
XO75323,US,MO,Missouri,No,Basic,College,2/18/11,Employed,M,72439,Suburban,Married,100,5,22,1,1,Personal Auto,Personal L2,Hail,Web,480.0,SUV,Medsize
KY38074,US,MO,Missouri,No,Premium,Bachelor,01/08/2011,Employed,M,42305,Suburban,Married,117,10,62,0,2,Personal Auto,Personal L3,Collision,Agent,561.6,Four-Door Car,Small
QR47308,US,OK,Oklahoma,No,Basic,College,1/15/11,Employed,F,45191,Urban,Married,69,18,34,0,1,Personal Auto,Personal L3,Hail,Web,330.782934,Four-Door Car,Large
YE88490,US,NE,Nebraska,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Collision,Agent,321.6,Four-Door Car,Medsize
YD76280,US,IA,Iowa,No,Basic,High School or Below,01/09/2011,Employed,M,22087,Suburban,Married,61,29,3,2,1,Personal Auto,Personal L2,Scratch/Dent,Agent,292.8,Two-Door Car,Small
KR43119,US,MO,Missouri,No,Basic,College,1/17/11,Unemployed,M,0,Suburban,Single,66,0,10,0,9,Personal Auto,Personal L3,Collision,Call Center,316.8,Four-Door Car,Medsize
UQ51981,US,IA,Iowa,Yes,Basic,High School or Below,02/03/2011,Employed,F,52583,Urban,Single,113,12,59,0,7,Personal Auto,Personal L3,Collision,Agent,528.2008599999999,SUV,Small
WP19664,US,NE,Nebraska,No,Basic,College,01/09/2011,Employed,M,47481,Suburban,Married,116,20,39,0,1,Personal Auto,Personal L3,Other,Call Center,556.8,SUV,Medsize
KY32675,US,NE,Nebraska,No,Extended,High School or Below,01/11/2011,Employed,M,85297,Suburban,Married,93,7,91,0,2,Special Auto,Special L3,Hail,Branch,620.0115940000001,Two-Door Car,Small
CD95333,US,MO,Missouri,No,Basic,Bachelor,01/10/2011,Employed,M,20920,Rural,Single,74,19,14,0,4,Personal Auto,Personal L1,Hail,Branch,14.784842999999999,Two-Door Car,Medsize
NM51858,US,IA,Iowa,No,Basic,High School or Below,1/16/11,Employed,M,53252,Suburban,Married,117,1,76,0,1,Personal Auto,Personal L3,Hail,Web,561.6,SUV,Medsize
YY74036,US,MO,Missouri,No,Basic,College,2/20/11,Employed,M,72834,Rural,Divorced,65,12,81,3,1,Corporate Auto,Corporate L3,Collision,Call Center,91.941259,Four-Door Car,Medsize
IP81759,US,OK,Oklahoma,No,Extended,High School or Below,01/06/2011,Employed,M,60613,Suburban,Single,240,3,52,0,1,Personal Auto,Personal L1,Other,Call Center,1152.0,Luxury Car,Small
CP98451,US,IA,Iowa,No,Basic,College,01/02/2011,Employed,F,91025,Urban,Married,112,26,37,0,9,Personal Auto,Personal L3,Collision,Agent,327.682669,SUV,Medsize
LV44800,US,MO,Missouri,No,Extended,High School or Below,01/07/2011,Employed,F,78310,Suburban,Married,76,4,24,0,1,Personal Auto,Personal L2,Scratch/Dent,Branch,364.8,Four-Door Car,Medsize
NR99710,US,NE,Nebraska,No,Basic,High School or Below,01/12/2011,Disabled,F,24395,Suburban,Married,62,35,99,0,3,Personal Auto,Personal L2,Collision,Branch,357.109603,Two-Door Car,Medsize
GQ20713,US,OK,Oklahoma,Yes,Basic,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Hail,Call Center,316.8,Four-Door Car,Medsize
MQ73697,US,OK,Oklahoma,No,Extended,College,2/21/11,Employed,F,68727,Urban,Married,94,19,76,0,1,Corporate Auto,Corporate L3,Other,Call Center,386.520235,Two-Door Car,Large
XP47431,US,NE,Nebraska,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Hail,Agent,702.990032,SUV,Medsize
FJ24418,US,NE,Nebraska,No,Extended,Doctor,1/30/11,Unemployed,F,0,Suburban,Married,95,22,80,0,1,Personal Auto,Personal L3,Other,Agent,456.0,Four-Door Car,Medsize
SY46862,US,NE,Nebraska,No,Extended,High School or Below,2/20/11,Employed,M,98917,Rural,Married,139,18,21,0,1,Corporate Auto,Corporate L1,Collision,Agent,336.612234,Sports Car,Medsize
WC35554,US,IA,Iowa,No,Basic,College,1/21/11,Employed,M,34640,Urban,Married,117,23,54,2,1,Personal Auto,Personal L2,Collision,Call Center,466.318191,Sports Car,Medsize
OL39995,US,IA,Iowa,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Suburban,Divorced,65,1,30,0,2,Personal Auto,Personal L2,Other,Agent,360.48068900000004,Four-Door Car,Medsize
VJ73478,US,IA,Iowa,No,Basic,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,117,13,69,0,1,Personal Auto,Personal L1,Scratch/Dent,Web,842.4,Sports Car,Medsize
KT92231,US,IA,Iowa,No,Basic,Bachelor,01/02/2011,Unemployed,M,0,Suburban,Single,107,15,63,0,8,Personal Auto,Personal L1,Collision,Agent,1267.7096609999999,Sports Car,Medsize
MY23958,US,MO,Missouri,No,Basic,Bachelor,02/06/2011,Unemployed,M,0,Suburban,Single,116,20,9,2,6,Personal Auto,Personal L3,Hail,Branch,835.2,Sports Car,Medsize
JR59597,US,MO,Missouri,No,Extended,Bachelor,2/27/11,Employed,M,50843,Suburban,Single,82,12,65,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,393.6,Two-Door Car,Small
MN79082,US,IA,Iowa,No,Extended,College,01/05/2011,Employed,M,46750,Suburban,Married,82,20,74,1,3,Corporate Auto,Corporate L1,Scratch/Dent,Branch,672.026958,Two-Door Car,Small
VG40704,US,MO,Missouri,No,Extended,College,01/03/2011,Employed,F,55855,Urban,Married,79,10,71,0,1,Personal Auto,Personal L2,Other,Branch,272.9955,Four-Door Car,Medsize
GQ26671,US,MO,Missouri,No,Basic,High School or Below,02/06/2011,Unemployed,F,0,Suburban,Single,63,5,7,0,1,Personal Auto,Personal L2,Hail,Call Center,453.6,Two-Door Car,Medsize
JN72184,US,IA,Iowa,No,Basic,College,2/18/11,Unemployed,M,0,Suburban,Divorced,73,30,8,0,1,Corporate Auto,Corporate L1,Collision,Branch,525.6,Four-Door Car,Medsize
SK89479,US,MO,Missouri,No,Basic,College,1/20/11,Unemployed,M,0,Suburban,Single,73,16,77,0,9,Corporate Auto,Corporate L3,Hail,Branch,525.6,Four-Door Car,Medsize
TY86306,US,MO,Missouri,No,Basic,College,2/16/11,Disabled,F,21564,Rural,Married,61,11,61,0,1,Corporate Auto,Corporate L3,Hail,Call Center,49.014821999999995,Two-Door Car,Large
VF17463,US,IA,Iowa,Yes,Basic,College,02/07/2011,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Personal L3,Hail,Agent,400.181882,Sports Car,Medsize
GU41036,US,IA,Iowa,No,Extended,High School or Below,2/26/11,Disabled,M,13411,Suburban,Married,127,27,81,0,7,Personal Auto,Personal L1,Collision,Branch,609.6,SUV,Medsize
DH25145,US,NE,Nebraska,No,Basic,High School or Below,1/30/11,Employed,F,26975,Suburban,Married,73,14,59,0,5,Personal Auto,Personal L3,Other,Web,548.333667,Two-Door Car,Small
GS76685,US,MO,Missouri,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Corporate Auto,Corporate L3,Collision,Branch,523.815839,SUV,Medsize
WL42517,US,KS,Kansas,No,Basic,College,02/10/2011,Unemployed,F,0,Suburban,Single,107,17,81,0,1,Personal Auto,Personal L3,Collision,Call Center,549.986128,SUV,Medsize
SK12752,US,MO,Missouri,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Collision,Web,350.4,Two-Door Car,Medsize
TX17484,US,MO,Missouri,No,Basic,Bachelor,02/10/2011,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Collision,Web,105.765111,Four-Door Car,Large
LQ13873,US,OK,Oklahoma,No,Basic,High School or Below,2/15/11,Employed,M,53565,Suburban,Married,71,27,34,1,6,Personal Auto,Personal L3,Collision,Agent,340.8,Four-Door Car,Small
MK93363,US,KS,Kansas,No,Basic,Master,2/17/11,Employed,F,29133,Suburban,Married,104,27,76,0,1,Personal Auto,Personal L1,Hail,Branch,499.2,Sports Car,Medsize
GO86980,US,IA,Iowa,No,Basic,Bachelor,01/04/2011,Employed,F,56334,Suburban,Married,65,35,72,0,3,Corporate Auto,Corporate L2,Other,Call Center,421.563772,Two-Door Car,Small
KZ26788,US,KS,Kansas,Yes,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Personal L2,Collision,Branch,494.4,Two-Door Car,Medsize
CD68182,US,IA,Iowa,No,Extended,College,1/18/11,Employed,F,42460,Urban,Married,91,28,42,0,1,Personal Auto,Personal L1,Collision,Agent,347.47508999999997,Two-Door Car,Medsize
YV63603,US,NE,Nebraska,No,Extended,Bachelor,01/12/2011,Employed,F,47137,Rural,Married,84,5,11,0,5,Personal Auto,Personal L1,Other,Agent,161.640052,Four-Door Car,Medsize
OD89873,US,NE,Nebraska,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29,39,0,2,Corporate Auto,Corporate L1,Hail,Agent,284.000172,Four-Door Car,Medsize
DZ81394,US,IA,Iowa,No,Basic,High School or Below,01/03/2011,Unemployed,F,0,Suburban,Single,118,20,19,0,3,Personal Auto,Personal L3,Collision,Agent,1380.107186,SUV,Medsize
EW73451,US,NE,Nebraska,Yes,Basic,High School or Below,01/02/2011,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L2,Hail,Call Center,312.0,Four-Door Car,Small
UA74474,US,IA,Iowa,No,Premium,College,2/27/11,Employed,F,87517,Suburban,Married,112,1,28,1,1,Corporate Auto,Corporate L3,Hail,Branch,802.278237,Four-Door Car,Small
SS28002,US,NE,Nebraska,No,Basic,High School or Below,1/30/11,Employed,F,95284,Urban,Married,69,6,35,0,4,Personal Auto,Personal L3,Hail,Call Center,327.64732200000003,Four-Door Car,Medsize
DY22043,US,IA,Iowa,No,Basic,High School or Below,1/28/11,Employed,F,88768,Suburban,Married,68,17,77,0,7,Personal Auto,Personal L3,Scratch/Dent,Branch,326.4,Two-Door Car,Small
VK57280,US,KS,Kansas,No,Basic,Bachelor,01/03/2011,Unemployed,M,0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Hail,Call Center,345.6,Four-Door Car,Medsize
XT58648,US,NE,Nebraska,Yes,Basic,High School or Below,01/02/2011,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L2,Hail,Branch,369.818708,SUV,Large
BW65176,US,NE,Nebraska,No,Extended,College,2/22/11,Employed,M,43499,Suburban,Married,80,8,44,0,1,Personal Auto,Personal L2,Other,Call Center,529.490007,Four-Door Car,Medsize
VM85856,US,IA,Iowa,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal Auto,Personal L3,Hail,Web,42.689135,Four-Door Car,Medsize
ZE76673,US,IA,Iowa,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L1,Hail,Agent,657.6,Sports Car,Medsize
FC59209,US,MO,Missouri,No,Basic,Bachelor,01/09/2011,Unemployed,F,0,Suburban,Married,67,30,13,0,1,Personal Auto,Personal L1,Other,Call Center,321.6,Four-Door Car,Large
KF98735,US,MO,Missouri,No,Extended,Bachelor,1/31/11,Employed,M,41185,Urban,Married,99,20,6,4,1,Special Auto,Special L3,Hail,Agent,363.613596,Four-Door Car,Medsize
VO84133,US,MO,Missouri,No,Extended,High School or Below,02/08/2011,Employed,M,40361,Rural,Married,98,3,98,0,1,Personal Auto,Personal L3,Hail,Branch,71.169255,Four-Door Car,Medsize
ZP26168,US,KS,Kansas,No,Basic,College,02/01/2011,Medical Leave,F,24584,Urban,Single,66,11,74,0,2,Corporate Auto,Corporate L3,Collision,Agent,279.706613,Four-Door Car,Medsize
KC17170,US,NE,Nebraska,No,Basic,Bachelor,1/31/11,Employed,F,54422,Rural,Married,68,9,8,0,5,Corporate Auto,Corporate L3,Collision,Branch,75.501852,Four-Door Car,Medsize
NB39218,US,MO,Missouri,No,Premium,High School or Below,1/27/11,Employed,M,68420,Suburban,Married,104,5,27,1,2,Personal Auto,Personal L2,Hail,Branch,499.2,Four-Door Car,Medsize
IA52178,US,NE,Nebraska,No,Premium,College,02/12/2011,Employed,F,81119,Suburban,Married,196,3,67,0,3,Corporate Auto,Corporate L3,Other,Web,940.8,SUV,Medsize
YX67409,US,MO,Missouri,No,Basic,Bachelor,02/09/2011,Employed,M,25595,Suburban,Married,101,5,86,0,9,Personal Auto,Personal L2,Scratch/Dent,Call Center,484.8,SUV,Medsize
MC38650,US,OK,Oklahoma,No,Extended,High School or Below,02/02/2011,Employed,M,88701,Rural,Married,99,7,4,0,1,Personal Auto,Personal L3,Hail,Call Center,171.830049,Two-Door Car,Medsize
MM10866,US,MO,Missouri,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2,74,0,3,Personal Auto,Personal L2,Hail,Branch,289.040734,SUV,Medsize
PQ65328,US,IA,Iowa,No,Basic,High School or Below,02/04/2011,Employed,M,71460,Rural,Married,74,11,77,5,1,Personal Auto,Personal L3,Hail,Call Center,93.951709,Four-Door Car,Medsize
KO86181,US,IA,Iowa,No,Basic,College,02/11/2011,Unemployed,F,0,Suburban,Single,111,3,73,3,6,Personal Auto,Personal L3,Collision,Agent,532.8,SUV,Small
OW31837,US,MO,Missouri,No,Basic,Bachelor,02/11/2011,Employed,F,74028,Rural,Married,118,10,16,0,2,Corporate Auto,Corporate L1,Other,Call Center,53.076203,SUV,Medsize
BJ18904,US,NE,Nebraska,No,Basic,College,2/22/11,Medical Leave,M,14616,Suburban,Married,106,16,23,0,1,Personal Auto,Personal L3,Collision,Agent,575.260213,SUV,Small
EM29359,US,OK,Oklahoma,No,Basic,College,02/03/2011,Medical Leave,M,17483,Suburban,Married,183,24,63,0,1,Personal Auto,Personal L1,Hail,Web,1317.6,Luxury Car,Large
KZ95954,US,NE,Nebraska,No,Extended,High School or Below,02/02/2011,Unemployed,M,0,Suburban,Single,80,13,57,1,4,Personal Auto,Personal L2,Scratch/Dent,Branch,749.134686,Four-Door Car,Medsize
LG19551,US,NE,Nebraska,No,Basic,Bachelor,1/25/11,Employed,M,22134,Suburban,Married,72,13,81,0,3,Corporate Auto,Corporate L2,Collision,Call Center,445.879224,Four-Door Car,Medsize
JN66901,US,OK,Oklahoma,No,Basic,High School or Below,02/08/2011,Unemployed,M,0,Suburban,Single,194,22,79,0,1,Corporate Auto,Corporate L1,Other,Web,2306.508397,Luxury SUV,Medsize
OI48267,US,MO,Missouri,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Collision,Branch,364.8,Four-Door Car,Medsize
LY97989,US,IA,Iowa,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,85,3,53,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,408.0,Four-Door Car,Medsize
JJ24476,US,NE,Nebraska,No,Basic,Master,2/25/11,Employed,F,52391,Suburban,Married,71,9,32,0,3,Personal Auto,Personal L2,Hail,Web,409.763267,Two-Door Car,Medsize
DB28487,US,MO,Missouri,No,Basic,High School or Below,02/01/2011,Disabled,F,22249,Suburban,Married,64,4,88,0,2,Personal Auto,Personal L3,Other,Call Center,455.191595,Four-Door Car,Medsize
